,layer,Child,age,aq,priorByMean,priorByStd,priorByMaxmin
437,4.0,P15,29,-1.0,0.5555045025643776,0.27708021335752864,1.0080612352334313
438,4.0,P16,62,35.0,0.39469000243456054,0.2109150186279183,0.7273162271145903
439,4.0,P17,67,6.0,0.639498086827072,0.413548425066461,1.551553687544698
440,4.0,P18,53,20.0,0.6339397544728566,0.37692859855693295,1.1076285693565788
441,4.0,P19,71,15.0,0.752610516319204,0.43444604191518166,1.7185657454213012
442,4.0,P20,49,15.8536585365854,0.4511251018058284,0.20502115148451486,0.6886212623130781
443,4.0,P21,60,16.0,0.8825911796411757,0.5184409959827165,1.5408056248870095
444,4.0,P22,71,18.0,0.3701113754186458,0.20251843216544926,0.7041791157822306
445,4.0,P24,65,21.0,0.7133076937045176,0.4392739720801529,1.4133040521999929
446,4.0,P25,41,17.0454545454545,0.6744214705568925,0.3709061222773046,1.1293132913331927
447,4.0,P26,56,15.555555555555598,0.7257337407181504,0.4217923914644097,1.4640190598071985
448,4.0,P27,55,10.4166666666667,0.5958988352741161,0.2618457651906252,0.9238011757966019
449,4.0,P28,66,7.0,0.9117232173492776,0.4916261064013657,1.455265274208843
450,4.0,P29,66,11.0,0.9944136992088224,0.5005852788503465,1.4216060943534157
451,4.0,P30,89,16.0,0.38731871578211335,0.1885560475104295,0.7175302967205526
452,4.0,P31,60,24.4897959183673,0.7583584460954587,0.36388903133951334,1.146642684977166
453,4.0,P32,68,11.2244897959184,0.8232408133520585,0.36721875707686596,1.2871992628013709
454,4.0,P33,67,23.6842105263158,0.19614291548350338,0.15333554307690933,0.45688291593918884
455,4.0,P34,46,26.530612244898,0.8560017729270749,0.4357994747354455,1.5301794695671835
456,4.0,P35,61,33.0,0.23214737182634676,0.1956428335523924,0.5994660178862216
457,4.0,P36,52,15.0,0.742018798451041,0.49049733360170633,1.5033097491240688
458,4.0,P39,50,11.2244897959184,0.977504523248017,0.41672426143313235,1.640182062918933
459,4.0,P41,48,10.0,1.096318732507456,0.44596849586003295,1.6539977410055067
460,4.0,P42,51,7.0,0.12356440789524718,0.03969932679791855,0.08719879569280287
461,4.0,P43,61,13.6363636363636,0.715959329924214,0.5301052687356721,1.6461829009081954
462,4.0,P44,38,22.0,0.268721191183774,0.20543368975799015,0.8186420712073926
463,4.0,P45,36,20.0,0.9651801933943159,0.3679745325706935,1.4964403794936099
464,4.0,P46,60,17.1428571428571,0.8205134892199112,0.49688614428132316,1.3675984000934853
465,4.0,P47,69,27.0,0.38539248363124323,0.22314616122407793,0.6555091190037136
466,4.0,P48,47,18.367346938775498,0.8677212964374836,0.40018128808514997,1.2988679908798741
467,4.0,P50,26,10.7142857142857,0.8710688948574306,0.42066350071077285,1.4822502910939535
468,4.0,P51,37,22.0,0.6635134486606706,0.39298766010139324,1.2927218695991305
469,4.0,P52,27,14.0,0.9196978331480563,0.4467597622315375,1.2454525059549537
470,4.0,P53,35,17.0,0.6948841888123102,0.4100641840182654,1.3962955855002663
471,4.0,P54,41,16.0,0.9926454911521528,0.423170593147106,1.6343355957109622
472,4.0,P55,49,11.0,0.5055271851164197,0.31678217033787454,0.9623307526727457
473,4.0,P56,73,23.0,0.26445931521171007,0.1554127577384668,0.5231158467404863
474,4.0,P57,90,16.0,0.1911818317788134,0.10379096930139607,0.468448622809457
475,4.0,P58,99,14.285714285714299,0.8448244883125533,0.4057560787939276,1.3593147570592374
476,4.0,P59,49,25.0,0.548655661773177,0.5326032575268215,1.5726529658010335
477,4.0,P60,75,30.0,0.913637286962187,0.5257215876604623,1.6209242745535717
478,4.0,P61,57,17.0,0.2811600673635018,0.17830143754871383,0.40967227247416227
479,4.0,P62,73,27.0,0.7097617436169956,0.3825713065613573,1.4160544153407033
480,4.0,P63,67,17.0,0.2440381656255366,0.10779921913568426,0.3773735500008579
481,4.0,P64,48,12.0,0.4750505259020203,0.4042396822183317,1.248725138768926
482,4.0,P65,56,32.0,0.8396846326127392,0.5109876769079068,1.5322397288958165
483,4.0,P66,83,11.904761904761902,0.9641489291888086,0.5122408572969158,1.3516695694658794
484,4.0,P67,64,9.0,0.8608512095654999,0.4290395728829176,1.200023996497627
485,4.0,P68,70,20.0,0.4877821106904246,0.29076386805992965,1.0128526676231004
486,4.0,P70,65,15.0,0.5184134811810029,0.3480506696477693,1.373411209497566
487,4.0,P71,56,11.0,1.0863870324462814,0.41035057896649874,1.323938551154342
488,4.0,P72,50,15.0,0.4304980722392387,0.24834901059125197,0.8053806712887781
489,4.0,P73,76,19.0,0.7820945650847401,0.5399629041952011,1.5903634002372269
490,4.0,P74,63,23.0,0.25097951360595705,0.10658360900855689,0.4077958090716518
491,4.0,P75,42,15.217391304347801,0.8788733753986346,0.5461502167284897,1.6174127044891433
492,4.0,P76,35,36.0,0.44884244256294625,0.21855238680536182,0.8314647588622484
493,4.0,P77,60,10.0,1.0053854465919314,0.5674714864668874,1.5312509366050033
494,4.0,P78,36,26.6666666666667,0.29822067697732874,0.26883621866110063,0.700977446156974
495,4.0,P79,39,24.4897959183673,0.9669723325023022,0.5497498151314766,1.7944445127536122
496,4.0,P8,31,20.4081632653061,0.5572038602436654,0.5369020350656795,1.6304439443808572
497,4.0,P80,82,6.0,0.9474544356013126,0.48371179475162507,1.7554217090929891
498,4.0,P81,59,19.387755102040803,0.4762730211410782,0.4020541298787695,1.1434945600299717
499,4.0,P82,78,23.0,1.0265373490654104,0.5155204136870841,1.458765380921037
500,4.0,P83,74,17.0,0.2863113984509267,0.15523278284717698,0.5554027189875822
501,4.0,P84,38,21.0,0.9507248671030133,0.6283901610749096,1.695244434138157
502,4.0,P85,80,19.0,0.9114453572829695,0.5345714268221138,1.4907184673654772
503,4.0,P86,49,16.0,0.20069688218194204,0.1413606450506478,0.44557234607521023
504,4.0,P88,57,38.0,0.8969060504501322,0.5471425018899916,1.4692531401591933
505,4.0,P89,63,13.8297872340426,0.3472729027007303,0.2809133902180567,0.9706769827284383
506,4.0,P90,66,10.0,0.14419406205732052,0.028012598786210943,0.06821362585997282
507,4.0,P91,58,11.2244897959184,0.3110181431903098,0.10970373033915057,0.37664959013576527
508,4.0,P93,55,16.0,0.5134020263800837,0.34489385852207766,1.1012078367552904
509,4.0,P94,63,31.0,0.5731207990006502,0.29513181452207876,1.1770895336740348
510,4.0,P95,75,10.0,0.7433642377129115,0.4833785505273522,1.458384978894014
511,4.0,P96,45,12.0,1.0429819638816165,0.40329379231437423,1.2994906625837297
512,4.0,P97,61,27.5510204081633,0.9940774672589715,0.44731459935353607,1.7706934932184846
513,4.0,P98,36,11.458333333333302,0.9269966335115257,0.4651245524037992,1.8238115719204866
514,4.0,P99,52,23.4042553191489,0.3293322865884382,0.19170602148261043,0.6131470722935967
515,5.0,P10,68,11.2244897959184,0.5744962161823349,0.12629062320063986,0.43236897082552195
516,5.0,P100,45,15.306122448979599,0.6019765394464797,0.12664553886924995,0.39773030140600885
517,5.0,P101,25,30.851063829787197,0.4026545027300744,0.12567582805372665,0.4663270203682548
518,5.0,P102,61,19.0,0.5683606832222335,0.08381055049691886,0.29231814061960126
519,5.0,P103,27,-1.0,0.3055194346549378,0.056305854909195596,0.1831458106713495
520,5.0,P104,92,23.0,0.49133175907197857,0.11242810549238562,0.3479837006600043
521,5.0,P105,61,11.0,0.6972927065008766,0.10322566789791811,0.2993016130173002
522,5.0,P106,68,21.0,0.5980270969314162,0.1533048950409071,0.5137298941388451
523,5.0,P107,46,27.0833333333333,0.44587872106290366,0.10522088320951534,0.33281576000310864
524,5.0,P108,43,28.0,0.4609382309010726,0.14699312206068746,0.46424364757654235
525,5.0,P109,35,16.0,0.42250222761353834,0.10622052371449764,0.32470971695430784
526,5.0,P11,94,34.6938775510204,0.4695440647545766,0.1099698524482666,0.3595677153716975
527,5.0,P110,88,17.0,0.695095713767283,0.0889476236537059,0.27959914079427595
528,5.0,P111,73,16.3265306122449,0.5308129954608837,0.12985542306800146,0.4619835738627436
529,5.0,P113,64,23.0,0.480645279364909,0.13893784935383907,0.533707867625443
530,5.0,P115,60,22.0,0.5143015322587907,0.1390138249637713,0.47291348950880185
531,5.0,P116,78,27.5510204081633,0.6094535567675486,0.158564941768944,0.6066696240017511
532,5.0,P117,42,20.0,0.5203922366257427,0.17071552837935247,0.5142306671991091
533,5.0,P118,54,17.7083333333333,0.4009249041822967,0.10860448709500832,0.3650372422713445
534,5.0,P119,38,12.0,0.3773824848663138,0.09296047620604658,0.3823936359496608
535,5.0,P12,46,9.0,0.47548344428084627,0.08470232011227699,0.2916646408309994
536,5.0,P120,59,15.0,0.6801710941973288,0.14694255928197586,0.4798558156851491
537,5.0,P121,66,-1.0,0.5667779679297756,0.14358251835278898,0.4453087358994754
538,5.0,P13,58,18.0,0.487949383913408,0.11125861034663848,0.32900836717607906
539,5.0,P14,38,20.0,0.4824054232812544,0.13225509372579464,0.4874274276064898
540,5.0,P15,29,-1.0,0.44286343592127675,0.0983783932178465,0.28759472632390604
541,5.0,P16,62,35.0,0.538175438158825,0.1302043655902538,0.41395010572160973
542,5.0,P17,67,6.0,0.567567058137421,0.11090496194025132,0.35651878064151166
543,5.0,P18,53,20.0,0.66950271485926,0.09924017536913082,0.3947514921612463
544,5.0,P19,71,15.0,0.5899596242063454,0.16726338111115677,0.5673243275013649
545,5.0,P20,49,15.8536585365854,0.6301950140455795,0.14449886859811018,0.5150100857431722
546,5.0,P21,60,16.0,0.5018189804908126,0.10083832296913993,0.38198013618589666
547,5.0,P22,71,18.0,0.5369922583768373,0.14996225458124346,0.4430366086006581
548,5.0,P24,65,21.0,0.5317151046891324,0.09181063164817034,0.3314719321350812
549,5.0,P25,41,17.0454545454545,0.48015715755607186,0.09062419715364343,0.3404245111870853
550,5.0,P26,56,15.555555555555598,0.48430220862770135,0.07362200495206064,0.2265172288078957
551,5.0,P27,55,10.4166666666667,0.6183959698312832,0.12477850021557718,0.39256336962929494
552,5.0,P28,66,7.0,0.5703200756027054,0.06859476484416883,0.22454363392919285
553,5.0,P29,66,11.0,0.5545967962107003,0.15422597568038973,0.5304137618163687
554,5.0,P30,89,16.0,0.5167294849154932,0.13123921603411995,0.5337430508913156
555,5.0,P31,60,24.4897959183673,0.5612673298521401,0.09724004977743123,0.3297203419543796
556,5.0,P32,68,11.2244897959184,0.4493238939047223,0.12983757358430448,0.48219933441236773
557,5.0,P33,67,23.6842105263158,0.5272671073366346,0.15356620828450906,0.5302796976821436
558,5.0,P34,46,26.530612244898,0.48457580062506406,0.11911751891821845,0.39993065648254267
559,5.0,P35,61,33.0,0.5603424844391498,0.1825025856516906,0.5470711989162454
560,5.0,P36,52,15.0,0.678870377108023,0.12512006076737428,0.41751630255346683
561,5.0,P39,50,11.2244897959184,0.512075698129055,0.1367639690280515,0.49960138293661116
562,5.0,P41,48,10.0,0.49169316368542954,0.08857239083719927,0.3188200260633044
563,5.0,P42,51,7.0,0.5682743847161262,0.12593227977891258,0.2898532423437036
564,5.0,P43,61,13.6363636363636,0.5718312882384141,0.11549230769866935,0.41110723233102053
565,5.0,P44,38,22.0,0.5471087545223312,0.1725690268575931,0.5933545384953539
566,5.0,P45,36,20.0,0.46184881847786,0.09245430694865098,0.3342489777000601
567,5.0,P46,60,17.1428571428571,0.5385454193015695,0.20387620418576372,0.5215586941636818
568,5.0,P47,69,27.0,0.5318215447966542,0.10277572580076208,0.38512506838343086
569,5.0,P48,47,18.367346938775498,0.45427408865742486,0.13020485491942937,0.3793273992709101
570,5.0,P50,26,10.7142857142857,0.35614367349780746,0.11732255171383515,0.3862247211804424
571,5.0,P51,37,22.0,0.5617381663450955,0.07917431534393717,0.30612718079832524
572,5.0,P52,27,14.0,0.42083768243163994,0.08890533024984171,0.310342196086992
573,5.0,P53,35,17.0,0.5602045106143064,0.1306470384567603,0.3883760835972181
574,5.0,P54,41,16.0,0.23027247089389516,0.08174929187163417,0.2634831221472691
575,5.0,P55,49,11.0,0.4195513484866122,0.08547859899576896,0.3540410595325728
576,5.0,P56,73,23.0,0.4890309297125853,0.15015447352748837,0.514572738433167
577,5.0,P57,90,16.0,0.48133523006225354,0.09242250813924044,0.36111590284911954
578,5.0,P58,99,14.285714285714299,0.7175496547268293,0.10730358206249571,0.3651218592774983
579,5.0,P59,49,25.0,0.6705646166582314,0.09471852344761145,0.30910862783861304
580,5.0,P60,75,30.0,0.5908498756721611,0.1001751645012865,0.3556953883099099
581,5.0,P61,57,17.0,0.5883602249722992,0.10016806291028509,0.2340886630636707
582,5.0,P62,73,27.0,0.5117675649524951,0.04408020325418907,0.15968801427473522
583,5.0,P63,67,17.0,0.5119609180781081,0.17826855811518955,0.5813935821044021
584,5.0,P64,48,12.0,0.37465726658156795,0.15361699793441252,0.4406982090778009
585,5.0,P65,56,32.0,0.5653951513121872,0.20673271161474252,0.6052501032220217
586,5.0,P66,83,11.904761904761902,0.6582787576704947,0.12999532192341887,0.39488138280768803
587,5.0,P67,64,9.0,0.5610892624317045,0.09316375581228732,0.34263323378442145
588,5.0,P68,70,20.0,0.5995735280239185,0.13902700604004928,0.44627928551044893
589,5.0,P70,65,15.0,0.6381860484235345,0.11004034658057853,0.3965637517604754
590,5.0,P71,56,11.0,0.4310893459803572,0.13396037517407713,0.5627755381363125
591,5.0,P72,50,15.0,0.6036517554239684,0.18596984106360742,0.6288065776610409
592,5.0,P73,76,19.0,0.6542957168772222,0.10839081188270902,0.3592779402703401
593,5.0,P74,63,23.0,0.4992662159720443,0.1038155326903217,0.3137298393286342
594,5.0,P75,42,15.217391304347801,0.3211507403263217,0.09944181422851839,0.3875654541235861
595,5.0,P76,35,36.0,0.5483101326829848,0.16725830071995854,0.4655103746570891
596,5.0,P77,60,10.0,0.4692040073931837,0.15030821028167027,0.49047332259454124
597,5.0,P78,36,26.6666666666667,0.4235011214195536,0.15397799720783403,0.4545023886423941
598,5.0,P79,39,24.4897959183673,0.4355773055094795,0.148336238988626,0.46976469010359734
599,5.0,P8,31,20.4081632653061,0.6601838458929009,0.1502499602267534,0.581808959874665
600,5.0,P80,82,6.0,0.5316695764666233,0.09715667156971998,0.33389374333278976
601,5.0,P81,59,19.387755102040803,0.7043210982687242,0.21460002426798025,0.6707074772941705
602,5.0,P82,78,23.0,0.6063780259602073,0.11860938710580769,0.3964138812441612
603,5.0,P83,74,17.0,0.612101473824968,0.16241128943204264,0.4993977274746151
604,5.0,P84,38,21.0,0.31818376977617224,0.09145753500932001,0.32384502063028264
605,5.0,P85,80,19.0,0.644650495619208,0.15692037341274387,0.6097333980271367
606,5.0,P86,49,16.0,0.4257189319760943,0.09775208486934342,0.32325346997262383
607,5.0,P88,57,38.0,0.5577336604101145,0.14250302328556452,0.5055289383660971
608,5.0,P89,63,13.8297872340426,0.5762747723103784,0.17784028811536817,0.5988559307866401
609,5.0,P90,66,10.0,0.6802605075495304,0.07741170120343265,0.18736289573514042
610,5.0,P91,58,11.2244897959184,0.5359017274194553,0.1283135016922566,0.446047718113467
611,5.0,P93,55,16.0,0.5298762517331466,0.12295681931734732,0.433155317895878
612,5.0,P94,63,31.0,0.4843971632064823,0.1253619765118561,0.4442360586604399
613,5.0,P95,75,10.0,0.6471105882264426,0.09693852081691863,0.3581068893806739
614,5.0,P96,45,12.0,0.35869563700673984,0.12926016906167487,0.46843168072120445
615,5.0,P97,61,27.5510204081633,0.5683391706053063,0.11508077769958926,0.38772410326462015
616,5.0,P98,36,11.458333333333302,0.39667930223825637,0.08732360596931302,0.29398688637008663
617,5.0,P99,52,23.4042553191489,0.5108699883876898,0.14917815539571055,0.5104783064480005
618,6.0,P10,68,11.2244897959184,0.5399866678598184,0.136358810984904,0.4712554029133652
619,6.0,P100,45,15.306122448979599,0.5722021447657376,0.15450552016968366,0.4677375759531466
620,6.0,P101,25,30.851063829787197,0.38766456056861587,0.14431637807667166,0.5483915469137021
621,6.0,P102,61,19.0,0.5578196307534365,0.11615436820032117,0.429094500292582
622,6.0,P103,27,-1.0,0.2564546043593865,0.06767854579290104,0.21270930500524132
623,6.0,P104,92,23.0,0.47158801593128624,0.12305016976861102,0.38481219471937267
624,6.0,P105,61,11.0,0.6541983465279323,0.08937696441883008,0.285590198515828
625,6.0,P106,68,21.0,0.5738738327372627,0.17320578584817362,0.5563331076048731
626,6.0,P107,46,27.0833333333333,0.3824747880365716,0.11663888918088292,0.379506006915986
627,6.0,P108,43,28.0,0.4406542913249268,0.155390572760718,0.5338924634975715
628,6.0,P109,35,16.0,0.3848919423470361,0.11943839836974969,0.37153382139552615
629,6.0,P11,94,34.6938775510204,0.41899435196381657,0.12631952752930298,0.40421873632616734
630,6.0,P110,88,17.0,0.6601474087453167,0.10046641862496088,0.3095965735898798
631,6.0,P111,73,16.3265306122449,0.5192878090107782,0.14600450244734564,0.5369461904808888
632,6.0,P113,64,23.0,0.4560987126698805,0.13979171526376763,0.5613296296588267
633,6.0,P115,60,22.0,0.48305602079030047,0.17619216730579834,0.5769321933135413
634,6.0,P116,78,27.5510204081633,0.5983478730501857,0.18249606800098428,0.699186900897248
635,6.0,P117,42,20.0,0.5147797797221102,0.18189240116676264,0.5442397141841386
636,6.0,P118,54,17.7083333333333,0.37389197897634613,0.12205982531158348,0.40465039764500854
637,6.0,P119,38,12.0,0.3365012094074827,0.0973210971341165,0.37974186829753753
638,6.0,P12,46,9.0,0.42640258176127926,0.08274271991997235,0.252868047721472
639,6.0,P120,59,15.0,0.656918566786023,0.17259616589436835,0.5730616943976765
640,6.0,P121,66,-1.0,0.5589258536706065,0.17197852775053787,0.5294918798048316
641,6.0,P13,58,18.0,0.4434887346475098,0.12242016911343005,0.35668323930304213
642,6.0,P14,38,20.0,0.4489126442336098,0.15802057924164112,0.5502923115457647
643,6.0,P15,29,-1.0,0.42546767872618324,0.11542164889329132,0.3470602907135747
644,6.0,P16,62,35.0,0.5049099674224387,0.1405355038088289,0.4662729860262935
645,6.0,P17,67,6.0,0.5398147969521055,0.12447444301468248,0.41481196224701977
646,6.0,P18,53,20.0,0.6340697254154968,0.10344246433074068,0.4145487825736881
647,6.0,P19,71,15.0,0.5504598556315088,0.18995309633440904,0.6478239088055177
648,6.0,P20,49,15.8536585365854,0.6083863504415701,0.16605297642334366,0.5842896262738445
649,6.0,P21,60,16.0,0.4451208024040554,0.12357275109665203,0.4298583279490479
650,6.0,P22,71,18.0,0.5394136310170617,0.16063897667168905,0.48600097481242555
651,6.0,P24,65,21.0,0.4669392199381876,0.12253509772434205,0.41252626295924755
652,6.0,P25,41,17.0454545454545,0.4652376583368872,0.12765483897112423,0.4381349997847668
653,6.0,P26,56,15.555555555555598,0.44753799585070747,0.1064539464533587,0.29906877337625426
654,6.0,P27,55,10.4166666666667,0.5816025650994859,0.1423700569648696,0.48630019971789773
655,6.0,P28,66,7.0,0.5170136374163683,0.08179783859473859,0.2725982820575067
656,6.0,P29,66,11.0,0.5467647381882328,0.19449699080661148,0.6223211810799139
657,6.0,P30,89,16.0,0.4570494774670402,0.1305221190723434,0.510123417867551
658,6.0,P31,60,24.4897959183673,0.511374532636404,0.09848255203053627,0.3635600646119238
659,6.0,P32,68,11.2244897959184,0.42754314114188485,0.14492600662193794,0.5297612951581255
660,6.0,P33,67,23.6842105263158,0.49121338218430943,0.17348884830710232,0.5905913470157106
661,6.0,P34,46,26.530612244898,0.46145263416412063,0.1391945659737589,0.42637908980719086
662,6.0,P35,61,33.0,0.5339236508018156,0.20393988776028296,0.5918836190918583
663,6.0,P36,52,15.0,0.6390258327693631,0.15867383516003272,0.510670267443977
664,6.0,P39,50,11.2244897959184,0.46870477649495623,0.14100210875066382,0.5200372840676717
665,6.0,P41,48,10.0,0.455098794358979,0.09607794306184161,0.37506336061632484
666,6.0,P42,51,7.0,0.516735120136281,0.10258944219010838,0.24157641801689234
667,6.0,P43,61,13.6363636363636,0.5674268244071915,0.13836693753063317,0.44768363056684823
668,6.0,P44,38,22.0,0.5270233430370009,0.17773913793160756,0.6056798308240844
669,6.0,P45,36,20.0,0.42635584330489823,0.0929481960958201,0.33919369342215877
670,6.0,P46,60,17.1428571428571,0.5059102594188494,0.23166072181703823,0.6167554520422779
671,6.0,P47,69,27.0,0.5222193144871008,0.11956171028473182,0.4140453130340638
672,6.0,P48,47,18.367346938775498,0.41959323994849007,0.12388629858870981,0.3349816983082542
673,6.0,P50,26,10.7142857142857,0.35166133229353685,0.1372411830138079,0.44600139925339133
674,6.0,P51,37,22.0,0.5349149743815282,0.09295659122767545,0.3546940589860167
675,6.0,P52,27,14.0,0.4015221410888196,0.10178842390716324,0.3274652772501969
676,6.0,P53,35,17.0,0.5062565082352743,0.13402253196517605,0.45235786313850435
677,6.0,P54,41,16.0,0.19598340006958928,0.06994814629176128,0.23654721302738535
678,6.0,P55,49,11.0,0.3760536403275123,0.08862311017949225,0.36873317941415595
679,6.0,P56,73,23.0,0.46959095568669723,0.16436702256005092,0.5319052357298402
680,6.0,P57,90,16.0,0.45752825284585674,0.10905035452325233,0.40347537499057184
681,6.0,P58,99,14.285714285714299,0.7050508523056528,0.12394121852866916,0.4128574778379107
682,6.0,P59,49,25.0,0.6356867627385845,0.10708905383685034,0.39644287998123906
683,6.0,P60,75,30.0,0.533848497056616,0.09875550807829256,0.35711827659611806
684,6.0,P61,57,17.0,0.5460237008408242,0.09581381452829082,0.20585038459926408
685,6.0,P62,73,27.0,0.4613214917937884,0.0471413716225245,0.1945345548658468
686,6.0,P63,67,17.0,0.472021816606174,0.18855828381212603,0.5906272751659956
687,6.0,P64,48,12.0,0.33134384781285287,0.16403892759640856,0.4451949528483118
688,6.0,P65,56,32.0,0.5521089122745391,0.22904504651292895,0.6690088182928213
689,6.0,P66,83,11.904761904761902,0.6196301692828021,0.15863410140491335,0.49957747161879384
690,6.0,P67,64,9.0,0.5431659015031354,0.09360036702223914,0.35430886668077977
691,6.0,P68,70,20.0,0.5793914262939464,0.17203330986376186,0.5705672223186938
692,6.0,P70,65,15.0,0.5998877592617295,0.12758012584622408,0.5074455194174804
693,6.0,P71,56,11.0,0.38082591511629177,0.1358499342626875,0.601355715993251
694,6.0,P72,50,15.0,0.5596923547477195,0.2041869633151356,0.6522999211663651
695,6.0,P73,76,19.0,0.6335642814677613,0.11984110018073592,0.3833306160536395
696,6.0,P74,63,23.0,0.43856056430901535,0.09716643565683901,0.3186041982889165
697,6.0,P75,42,15.217391304347801,0.30789960742885764,0.10618457407330084,0.3922871340271121
698,6.0,P76,35,36.0,0.5175516394321462,0.1812740973556473,0.5045953334133648
699,6.0,P77,60,10.0,0.4434688894352917,0.1512835321752266,0.501892328405998
700,6.0,P78,36,26.6666666666667,0.4221485069286146,0.18590212845222964,0.5465756627739824
701,6.0,P79,39,24.4897959183673,0.4130641039963468,0.19044696567342215,0.528296630418626
702,6.0,P8,31,20.4081632653061,0.6529448988791735,0.17576634676256397,0.6486643561688211
703,6.0,P80,82,6.0,0.5158502486793715,0.11254422793059275,0.4003913015524052
704,6.0,P81,59,19.387755102040803,0.7023726871911726,0.2505703584303058,0.7609529474548757
705,6.0,P82,78,23.0,0.5788555160444189,0.13704143533251892,0.409265953241153
706,6.0,P83,74,17.0,0.5946747701581891,0.19696155374845595,0.5542471014731467
707,6.0,P84,38,21.0,0.2829974247523348,0.11015349314733684,0.39772642350731413
708,6.0,P85,80,19.0,0.632967536993766,0.174151672700937,0.6612133073174824
709,6.0,P86,49,16.0,0.40222766826615775,0.10874446233914634,0.35284684922952836
710,6.0,P88,57,38.0,0.5355719242970325,0.15724074270840221,0.555893970548227
711,6.0,P89,63,13.8297872340426,0.5522510030698148,0.19793885829406976,0.6645936568558728
712,6.0,P90,66,10.0,0.6455166281380239,0.1281978198328671,0.3042747182796224
713,6.0,P91,58,11.2244897959184,0.4996089812469453,0.16031263669971382,0.5004675174256962
714,6.0,P93,55,16.0,0.4864418421833489,0.13574175754461495,0.5300994687183329
715,6.0,P94,63,31.0,0.455268532992532,0.13104047387830325,0.4716003979760248
716,6.0,P95,75,10.0,0.623200558886855,0.12498733684173614,0.4358783008266719
717,6.0,P96,45,12.0,0.32274794322779543,0.12453539881068662,0.44588980125014077
718,6.0,P97,61,27.5510204081633,0.5590703575228494,0.12280432115502578,0.43956383137330546
719,6.0,P98,36,11.458333333333302,0.3396043341376143,0.10846481611939483,0.3506720710752047
720,6.0,P99,52,23.4042553191489,0.4906148008599613,0.14786930832675926,0.5005336601859965
